name,diet,period,lived_in,type,length,taxonomy,named_by,species,link,image,coordinates,latitude,longitude
tsintaosaurus,herbivorous,Late Cretaceous 84-71 million years ago,China,euornithopod,12.0m,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea Hadrosauridae Euhadrosauria Lambeosaurinae,Young (1958),spinorhinus,https://www.nhm.ac.uk/discover/dino-directory/tsintaosaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Tsintaosaurus.jpg,中国,35.000074,104.999927
tuojiangosaurus,herbivorous,Late Jurassic 157-154 million years ago,China,armoured dinosaur,7.0m,Dinosauria Ornithischia Genasauria Thyreophora Stegosauria Stegosauridae Stegosaurinae,Dong Li Zhou and Zhang (1973),multispinus,https://www.nhm.ac.uk/discover/dino-directory/tuojiangosaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/tuojiang.jpg,中国,35.000074,104.999927
tylocephale,herbivorous,Late Cretaceous 75-72 million years ago,Mongolia,euornithopod,1.4m,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Pachycephalosauria Goyocephala Homalocephaloidea Pachycephalosauridae,Maryańska and Osmólska (1974),gilmorei,https://www.nhm.ac.uk/discover/dino-directory/tylocephale.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Tylocephale.jpg,"Mongolia, Markham, Whitchurch-Stouffville, York Region, Golden Horseshoe, Ontario, L4A 1S5, Canada",43.9382593,-79.2235563
tyrannosaurus,carnivorous,Late Cretaceous 68-66 million years ago,USA,large theropod,12.0m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Tyrannosauroidea Tyrannosauridae Tyrannosaurinae,Osborn (1905),rex,https://www.nhm.ac.uk/discover/dino-directory/tyrannosaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/tyran.jpg,United States,39.7837304,-100.445882
udanoceratops,herbivorous,Late Cretaceous 81-75 million years ago,Mongolia,ceratopsian,,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Ceratopsia Neoceratopsia,Kurzanov (1992),tschizhovi,https://www.nhm.ac.uk/discover/dino-directory/udanoceratops.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Udanoceratops.jpg,"Mongolia, Markham, Whitchurch-Stouffville, York Region, Golden Horseshoe, Ontario, L4A 1S5, Canada",43.9382593,-79.2235563
unenlagia,carnivorous,Late Cretaceous 94-86 million years ago,Argentina,small theropod,2.4m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Paraves Eumaniraptora Dromaeosauridae,Novas and Puerta (1997),comahuensis,https://www.nhm.ac.uk/discover/dino-directory/unenlagia.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Unenlagia.jpg,Argentina,-34.9964963,-64.9672817
urbacodon,carnivorous,Late Cretaceous 95 million years ago,Uzbekistan,small theropod,1.0m,Dinosauria Saurischia,Averianov and Sues (2007),itemirensis,https://www.nhm.ac.uk/discover/dino-directory/urbacodon.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/urbacodon.jpg,Oʻzbekiston,41.32373,63.9528098
utahraptor,carnivorous,Early Cretaceous 112-100 million years ago,USA,large theropod,6.0m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Paraves Eumaniraptora Dromaeosauridae,Kirkland Gaston and Burge (1993),ostrommaysorum,https://www.nhm.ac.uk/discover/dino-directory/utahraptor.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/utahraptor.jpg,United States,39.7837304,-100.445882
valdosaurus,herbivorous,Early Cretaceous 142-121 million years ago,United Kingdom,euornithopod,3.0m,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Dryosauridae,Galton (1975),canaliculatus,https://www.nhm.ac.uk/discover/dino-directory/valdosaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Valdosaurus.jpg,United Kingdom,54.7023545,-3.2765753
velociraptor,carnivorous,Late Cretaceous 74-70 million years ago,Mongolia,small theropod,1.8m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Paraves Eumaniraptora Dromaeosauridae,Osborn (1924),mongoliensis,https://www.nhm.ac.uk/discover/dino-directory/velociraptor.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/veloc.jpg,"Mongolia, Markham, Whitchurch-Stouffville, York Region, Golden Horseshoe, Ontario, L4A 1S5, Canada",43.9382593,-79.2235563
vulcanodon,herbivorous,Early Jurassic 205-202 million years ago,Zimbabwe,sauropod,6.5m,Dinosauria Saurischia Sauropodomorpha Sauropoda Vulcanodontidae,Raath (1972),karibaensis,https://www.nhm.ac.uk/discover/dino-directory/vulcanodon.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Vulcanodon.jpg,Zimbabwe,-18.4554963,29.7468414
yandusaurus,herbivorous,Mid Jurassic 169-159 million years ago,China,euornithopod,3.0m,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda,He (1979),hongheensis,https://www.nhm.ac.uk/discover/dino-directory/yandusaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Yandusaurus.jpg,中国,35.000074,104.999927
yangchuanosaurus,carnivorous,Late Jurassic 160-144 million years ago,China,large theropod,10.0m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Carnosauria Allosauroidea Sinraptoridae,Dong Chang Li and Zhou (1978),shangyouensis,https://www.nhm.ac.uk/discover/dino-directory/yangchuanosaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/yangchu.jpg,中国,35.000074,104.999927
yimenosaurus,herbivorous,Early Jurassic 195-190 million years ago,China,sauropod,9.0m,Dinosauria Saurischia Sauropodomorpha Prosauropoda,Bai Yang and Wang (1990),youngi,https://www.nhm.ac.uk/discover/dino-directory/yimenosaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Yimenosaurus.jpg,中国,35.000074,104.999927
yingshanosaurus,herbivorous,Late Jurassic 159-142 million years ago,China,armoured dinosaur,,Dinosauria Ornithischia Genasauria Thyreophora Stegosauria,Watanabe (1992),jichuanensis,https://www.nhm.ac.uk/discover/dino-directory/yingshanosaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Yingshanosaurus.jpg,中国,35.000074,104.999927
yinlong,herbivorous,Mid Jurassic 159-154 million years ago,China,ceratopsian,1.2m,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Ceratopsia,Xu Forster Clark and Mo (2006),downsi,https://www.nhm.ac.uk/discover/dino-directory/yinlong.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Yinlong.jpg,中国,35.000074,104.999927
yuanmousaurus,herbivorous,Mid Jurassic 180-159 million years ago,China,sauropod,17.0m,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda,Lü Li Ji Wang Zhang and Dong (2006),jiangyiensis,https://www.nhm.ac.uk/discover/dino-directory/yuanmousaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Yuanmousaurus.jpg,中国,35.000074,104.999927
yunnanosaurus,omnivorous,Early Jurassic 205-190 million years ago,China,sauropod,7.0m,Dinosauria Saurischia Sauropodomorpha Prosauropoda Plateosauria,Young (1942),huangi,https://www.nhm.ac.uk/discover/dino-directory/yunnanosaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Yunnanosaurus.jpg,中国,35.000074,104.999927
zalmoxes,herbivorous,Late Cretaceous 69 million years ago,Romania,euornithopod,3.0m,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Rhabdodontidae,Nopcsa (1902),robustus,https://www.nhm.ac.uk/discover/dino-directory/zalmoxes.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Zalmoxes.jpg,România,45.9852129,24.6859225
zephyrosaurus,herbivorous,Early Cretaceous 120-110 million years ago,USA,euornithopod,1.8m,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda,Sues (1980),schaffi,https://www.nhm.ac.uk/discover/dino-directory/zephyrosaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/zephyro.jpg,United States,39.7837304,-100.445882
zuniceratops,herbivorous,Late Cretaceous 94-89 million years ago,USA,ceratopsian,,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Ceratopsia Neoceratopsia Coronosauria,Wolfe and Kirkland (1998),christopheri,https://www.nhm.ac.uk/discover/dino-directory/zuniceratops.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Zuniceratops.jpg,United States,39.7837304,-100.445882
